0.00	-6000.00	-0.004098592582306	0.046969280206624
100.00	-6000.00	-0.004098592582306	0.050093005585023
200.00	-6000.00	-0.004098592582306	0.048531142895824
300.00	-6000.00	-0.004098592582306	0.048010521999424
400.00	-6000.00	-0.004098592582306	0.047750211551224
500.00	-6000.00	-0.004098592582306	0.047594025282304
600.00	-6000.00	-0.004098592582306	0.047489901103024
700.00	-6000.00	-0.010305801466097	0.044978891279124
800.00	-6000.00	-0.012948605976165	0.042824266079119
900.00	-6000.00	-0.015004120595107	0.041148446479115
1000.00	-6000.00	-0.016648532290260	0.039807790799112
1100.00	-6000.00	-0.017993960040840	0.038710890697291
1200.00	-6000.00	-0.019115149832990	0.037796807279107
1300.00	-6000.00	-0.019529065894262	0.035250793584174
1400.00	-6000.00	-0.020213755209862	0.033015630313343
1500.00	-6000.00	-0.020463788492920	0.031419828185183
1600.00	-6000.00	-0.020616789024213	0.029399387956139
1700.00	-6000.00	-0.020751789493000	0.027616646577570
1800.00	-6000.00	-0.020871789909700	0.026031987574398
1900.00	-6000.00	-0.020979158703589	0.024614134782087
2000.00	-6000.00	-0.021075790618090	0.023338067269006
2100.00	-6000.00	-0.021163219493114	0.022183529995266
2200.00	-6000.00	-0.020402620174336	0.019849770600820
2300.00	-6000.00	-0.020073037239838	0.018118284480627
2400.00	-6000.00	-0.019446898659908	0.017150490593944
2500.00	-6000.00	-0.018914577525126	0.015891211971708
2600.00	-6000.00	-0.018423204169942	0.014728800935797
2700.00	-6000.00	-0.017968228841069	0.013652494421065
2800.00	-6000.00	-0.017545751749972	0.012653066943100
2900.00	-6000.00	-0.016893387864946	0.011857239658686
3000.00	-6000.00	-0.016527959140398	0.011050990222176
0.00	-5900.00	-0.004098592582306	0.046969280206624
100.00	-5900.00	-0.004098592582306	0.054191598167328
200.00	-5900.00	-0.004098592582306	0.050580439186976
300.00	-5900.00	-0.004098592582306	0.049376719526859
400.00	-5900.00	-0.004098592582306	0.048774859696800
